run,step,loss,accuracy,val_accuracy,step_time_ms,tensor_mem_mb,materialize_ms,inner_step_ms,commit_ms,overhead_ms,cpu_mem_mb,gpu_mem_mb,gpu_peak_mb,compression_active
baseline,23,0.7149028778076172,0.529891304347826,,8.218699949793518,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,24,0.6767706871032715,0.5338541666666666,,6.709799985401332,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,25,0.6977393627166748,0.53,,6.631300027947873,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,26,0.674741268157959,0.5336538461538461,,7.336999988183379,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,27,0.7201507091522217,0.5300925925925926,,7.076499983668327,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,28,0.6930215954780579,0.53125,,6.779999996069819,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,29,0.7234930396080017,0.5258620689655172,,6.434600043576211,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,30,0.6643433570861816,0.53125,,7.11330003105104,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,31,0.6720467805862427,0.5342741935483871,,7.472100027371198,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,32,0.6820003986358643,0.533203125,,6.4851000206544995,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,33,0.7466217875480652,0.5265151515151515,,6.666900007985532,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,34,0.7034946084022522,0.5220588235294118,,6.7189999972470105,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,35,0.6873456835746765,0.5232142857142857,,6.737199961207807,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,36,0.7016762495040894,0.5225694444444444,,6.673800002317876,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,37,0.691310703754425,0.5236486486486487,,6.7606999655254185,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,38,0.7087053656578064,0.5230263157894737,,6.785299978218973,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,39,0.8000319004058838,0.5192307692307693,,7.455000013578683,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,40,0.7448036670684814,0.5171875,,6.526699988171458,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,41,0.7755470871925354,0.5137195121951219,,6.783600023481995,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,42,0.6932945251464844,0.5133928571428571,,6.9154000375419855,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,43,0.7083333134651184,0.5130813953488372,,6.743500009179115,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,44,0.6855912208557129,0.5142045454545454,,6.77979999454692,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,45,0.6877896785736084,0.5138888888888888,,6.734599999617785,84.99853515625,0,0,0,0,1219.4453125,188.03564453125,319.30908203125,False
baseline,46,0.6774224042892456,0.5163487738419619,0.47560975609756095,6.824100040830672,84.99853515625,0,0,0,0,1219.57421875,188.0341796875,319.30908203125,False
optstate,1,0.7915652394294739,0.4375,,184.79829997522756,84.99853515625,0.8563995943404734,34.832200268283486,148.95249996334314,0.0,1398.55859375,102.64990234375,233.61083984375,False
optstate,2,0.6623029708862305,0.625,,79.43619997240603,84.99853515625,24.097200017422438,16.049400030169636,39.21100002480671,0.0,1398.57421875,102.64990234375,233.92333984375,False
optstate,3,0.6805024743080139,0.625,,64.7292000357993,84.99853515625,16.794600000139326,10.795599955599755,37.06040000542998,0.0,1398.57421875,102.64990234375,233.92333984375,False
optstate,4,0.7022637128829956,0.578125,,55.50399998901412,84.99853515625,16.682400135323405,9.085399971809238,29.66759994160384,0.0,1398.57421875,102.64990234375,233.92333984375,False
optstate,5,0.7325136661529541,0.525,,65.19919994752854,31.94595718383789,16.502699872944504,9.444300085306168,39.19149999273941,0.0,1427.140625,134.97998046875,233.92333984375,True
optstate,6,0.7011153101921082,0.4895833333333333,,45.56950001278892,31.94595718383789,9.15759993949905,12.964400055352598,23.37539999280125,0.0,1427.17578125,197.68212890625,266.66259765625,True
optstate,7,0.7959891557693481,0.4732142857142857,,43.986299948301166,31.94595718383789,8.591399935539812,12.509599851910025,22.7949001127854,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,8,0.7192968130111694,0.4765625,,40.53130000829697,31.94595718383789,8.378200000151992,10.656400001607835,21.435100061353296,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,9,0.7761340141296387,0.4583333333333333,,42.22400003345683,31.94595718383789,8.62450001295656,11.370300024282187,22.16179994866252,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,10,0.8294346332550049,0.45625,,42.78780001914129,31.94595718383789,8.250299957580864,12.350400153081864,22.123499948065728,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,11,0.7158173322677612,0.4659090909090909,,43.58009999850765,31.94595718383789,8.173100126441568,12.718500045593828,22.62860006885603,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,12,0.7269473075866699,0.4635416666666667,,45.17860000487417,31.94595718383789,8.186599996406585,14.288300008047372,22.64469990041107,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,13,0.6942402124404907,0.47115384615384615,,44.607500021811575,31.94595718383789,8.017700049094856,13.837600010447204,22.694099810905755,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,14,1.1085896492004395,0.46875,,46.72230000142008,31.94595718383789,8.465199964120984,13.973599998280406,24.219400074798614,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,15,1.2639487981796265,0.4583333333333333,,45.88960000546649,31.94595718383789,7.994299987331033,14.400800107978284,23.435299983248115,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,16,0.8943800330162048,0.4609375,,48.49580000154674,31.94595718383789,8.324200054630637,14.423099928535521,25.692000053822994,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,17,3.8632771968841553,0.46691176470588236,,47.38030000589788,31.94595718383789,8.06269992608577,15.373100060969591,23.887600051239133,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,18,3.772908926010132,0.4652777777777778,,48.4436999540776,31.94595718383789,8.616000064648688,15.352199843619019,24.405800038948655,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,19,3.349515914916992,0.46710526315789475,,48.024099960457534,31.94595718383789,8.750100154429674,14.498099859338254,24.712499987799674,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,20,3.101424217224121,0.465625,,47.1242000348866,31.94595718383789,8.21969984099269,14.53460002085194,24.309400003403425,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,21,2.1285696029663086,0.47023809523809523,,48.22940001031384,31.94595718383789,8.310800069011748,15.204299939796329,24.65339988702908,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,22,1.5232067108154297,0.4715909090909091,,48.673100012820214,31.94595718383789,8.511399908456951,15.138300252147019,24.963499803561717,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,23,0.9404914379119873,0.47282608695652173,,48.570799990557134,31.94595718383789,7.901900098659098,16.056399967055768,24.555600015446544,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,24,2.1846508979797363,0.4765625,,47.184000024572015,31.94595718383789,8.19909991696477,14.304400130640715,24.60069995140657,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,25,2.4871788024902344,0.48,,48.5134000191465,31.94595718383789,8.379800128750503,15.08719997946173,24.987899989355356,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,26,3.3627262115478516,0.47836538461538464,,51.679300027899444,31.94595718383789,9.33420000365004,16.188399982638657,26.081099931616336,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,27,1.7142016887664795,0.4861111111111111,,46.91480001201853,31.94595718383789,7.832899980712682,14.955799968447536,24.075500026810914,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,28,2.4153025150299072,0.48660714285714285,,48.65760001121089,31.94595718383789,8.396900084335357,15.331200091168284,24.870599969290197,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,29,1.6296076774597168,0.49137931034482757,,48.732199997175485,31.94595718383789,8.265099837444723,15.291900082957,25.116900040302426,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,30,0.9695769548416138,0.4979166666666667,,49.1833999985829,31.94595718383789,10.006000055000186,14.165899949148297,24.952100007794797,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,31,0.7920324802398682,0.5,,47.634300019126385,31.94595718383789,7.920699950773269,14.960600063204765,24.700900074094534,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,32,0.5111029148101807,0.509765625,,46.24950001016259,31.94595718383789,7.741999987047166,14.315299864392728,24.141200177837163,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,33,1.8784258365631104,0.5075757575757576,,49.89409999689087,31.94595718383789,8.137700089719146,16.35259995236993,25.340699998196214,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,34,1.8590407371520996,0.5036764705882353,,47.542300017084926,31.94595718383789,7.860500132665038,14.674699923489243,24.954999913461506,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,35,1.5298680067062378,0.5017857142857143,,47.693700005766004,31.94595718383789,7.95360014308244,14.88679985050112,24.7959999833256,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,36,0.9183906316757202,0.5052083333333334,,48.63829998066649,31.94595718383789,8.535800210665911,14.79919976554811,25.239499984309077,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,37,0.8131318092346191,0.5067567567567568,,47.15669999131933,31.94595718383789,7.520599872805178,14.785500010475516,24.801900144666433,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,38,0.8412653207778931,0.5032894736842105,,49.19330001575872,31.94595718383789,8.092200092505664,15.520899964030832,25.52059991285205,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,39,0.6667389869689941,0.5032051282051282,,48.344399954658,31.94595718383789,7.9169999225996435,15.312799951061606,25.052900018636137,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,40,0.6684093475341797,0.50625,,50.981400010641664,31.94595718383789,8.623899891972542,15.737100155092776,26.549699949100614,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,41,0.726136326789856,0.5045731707317073,,47.54950001370162,31.94595718383789,7.746500021312386,14.818099909462035,24.936100002378225,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,42,0.974703311920166,0.5029761904761905,,50.77009997330606,31.94595718383789,7.561700069345534,18.064900068566203,25.096199999097735,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,43,0.8856966495513916,0.502906976744186,,47.53599996911362,31.94595718383789,7.831299968529493,14.91959998384118,24.729300057515502,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,44,1.004470705986023,0.5028409090909091,,48.72789996443316,31.94595718383789,7.75510014500469,15.293399977963418,25.623099820222706,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,45,0.8457871079444885,0.5027777777777778,,49.379499978385866,31.94595718383789,7.916700153145939,15.079399978276342,26.321800018195063,0.0,1427.17578125,197.68212890625,329.36474609375,True
optstate,46,0.7804465889930725,0.502724795640327,0.524390243902439,48.87999995844439,31.94595718383789,7.551999995484948,15.57019999017939,25.710100075230002,0.0,1427.1953125,197.6806640625,329.36474609375,True
